tweet_id,thread_id,text,created_at,stratum,sample_reason,reference_reply,label_intent,label_action,label_reason,reference_is_good,notes
656735,656735,"Hey @AmericanAir, as one of your Advantage Members, just want to let you know that it still pisses me off you guys are charging an extra $25 for a window or aisle seat. What scheme do you guys have cooked up next to nickel and dime from your customers?? [URL]",2017-11-22 22:16:01+00:00,A,uniform_random,"@[REF] You're not required to purchase a seat, Jarred. Our team at the airport will assign one for you at no charge the day of departure",,,,,
2672338,2672338,"That moment when the f*cking ticket person says that MY bag was supposed to be checked in. Well, it’s not my f*cking fault people didn’t say anything in TSA. Also, I’ve flown sooooo many times with my bag as a carry-on. 🙄 @AmericanAir",2017-11-19 12:03:17+00:00,A,uniform_random,"@[REF] We count on our team to monitor all carry-on bags, Kass. Our apologies for any confusion.",,,,,
601984,601984,I had to switch to @AmericanAir @ the last minute. Now I’m stuck in TSA [URL],2017-12-03 21:44:44+00:00,A,uniform_random,@[REF] We're looking forward to have you flying with us!,,,,,
611774,611774,@AmericanAir Happy Thanksgiving. Just thought I'd throw this out there. I know there is a real person reading this so hopefully it will make your day go by a little better. Some of us do understand.😀,2017-11-22 12:47:33+00:00,A,uniform_random,"@[REF] You've got us smiling from wing to wing; from our family to yours, Happy Thanksgiving!",,,,,
664843,664843,@AmericanAir every time I fly with you it's an operational shitshow.. and on Thanksgiving nonetheless. I will never fly with you again and highly discourage everyone I know from ever doing so. If you aren't bankrupt or bought out in 5 years tops it will be a miracle.,2017-11-23 02:08:07+00:00,A,uniform_random,@[REF] What has you feeling this way? Can we help with something?,,,,,
2532664,2532664,If you need a refresher on why to always fly @customer just get forced into a flight on @AmericanAir - you have plenty of time to think while sitting on the runway waiting for AA to find 3 people who care about the #customers on the plane.,2017-11-16 06:46:18+00:00,A,uniform_random,"@[REF] Our team's working hard to get you off the plane, Kevin. We're so sorry for the wait.",,,,,
648823,648823,@AmericanAir and your help center employee named Grace HUNG UP on me!!! UNBELIEVABLE!!! Happy holidays from @AmericanAir!!! [URL],2017-11-22 19:20:17+00:00,A,uniform_random,"@[REF] Our apologies, we had a last minute change in planes and that caused a change in your seats. Please give a follow for  a DM.",,,,,
465300,465300,@AmericanAir is there a provided meal on flight 6 from OFF to DFW today at 6:50 Maui time?,2017-12-01 03:47:10+00:00,A,uniform_random,@[REF] Aloha! We're showing there will be a snack and then food for purchase in the early morning. You're welcome to bring along a favorite.,,,,,
2653716,2653716,Can’t wait to be back home and hanging out with this cutie! Get me home @AmericanAir oh yeah and please let me upgrades go through! #praying #blessed [URL],2017-11-19 07:59:34+00:00,A,uniform_random,@[REF] We can see why you're ready to get home! She sure is a cutie. Please DM your record locator and we'll take a peek.,,,,,
1384748,1384749,@AmericanAir Thanks! Have done.,2017-11-25 21:47:45+00:00,A,uniform_random,@[REF] Please DM us the 13 digit ticket numbers and we'll take a look.,,,,,
950157,950157,Seems to be much confusion among the workers at the @americanair at #was. Passenger just said he was going to miss flight due to lack of personnel and rep said sorry nothing I can do I am not a boss #badcustomerservice #airlines,2017-11-25 10:36:33+00:00,A,uniform_random,"@[REF] We expect our team to be professional and courteous at all times. If you need help rebooking, please DM your record locator.",,,,,
463629,463631,@AmericanAir The airport is an hour away. And its 9pm.,2017-12-01 03:06:26+00:00,A,uniform_random,@[REF] Please file a claim with our baggage team in person at the airport. Here's a link with more info: [URL],,,,,
2134108,2134108,"nvm it’s too early to care, this why I fly @AmericanAir",2017-11-26 13:10:41+00:00,A,uniform_random,@[REF] Where are you headed today?,,,,,
2584567,2584567,Well done @AmericanAir at making this traveler feel special with car service to my gate and a little bottle of bubbly to celebrate my birthday! Now on to Italy. #conciergekey #frequentflyer #itsthelittlethings [URL],2017-11-16 23:03:27+00:00,A,uniform_random,"@[REF] Happy birthday, Cheryl! We're raising a glass to you on your special day. #cheers",,,,,
2630402,2630402,"Love that @AmericanAir has soy creamer in the Admirals Club, but it should be in-flight, too! Can you please add #vegan creamer to EVERY American Air experience?",2017-11-17 17:54:26+00:00,A,uniform_random,@[REF] Thanks for the idea! We'll pass it along to our catering team.,,,,,
613490,613490,Great piece this morning on the @[REF] featuring @AmericanAir and their use of Twitter to handle Customer Setvice issues.....,2017-11-22 13:22:10+00:00,A,uniform_random,@[REF] We've got a great team who are all dedicated to helping you whenever and however we can!,,,,,
2721502,2721502,@AmericanAir very unfair to put half of airfare as carrier fee (not taxes) to bypass annual spend requirement. That's cheating. Im EP. #fraud #fail #travel #jetsetter #cheats @[REF],2017-11-26 23:13:09+00:00,A,uniform_random,@[REF] Taxes and carrier-imposed charges are on every ticket. We're very sorry for the frustration this caused you.,,,,,
2431731,2431731,#amazing ✈️❤️ #beauty @customer #Blueskies @AmericanAir @customer @[REF] @[REF] @[REF] #travelphotography #arizona [URL],2017-11-14 20:55:28+00:00,A,uniform_random,@[REF] Absolutely stunning shot! Thanks for letting us take a peek of your #AmericanView.,,,,,
2197194,2197190,@[REF] @AmericanAir We can totally empathize with you on that one.  Next time make sure to fly with an XYGPS to help you track your luggage and know the moment it looks like it's going somewhere it shouldn't! 🛫 [URL] #neverloseyourthings,2017-11-15 20:59:41+00:00,A,uniform_random,@[REF] We're sorry to hear that. Please continue working with our baggage team directly for help.,,,,,
2377371,2377371,"I must commend the #AATeam at @americanair flight 1703. After multiple issues resulted in return to gate and move to another plane, they were ALL pleasant, polite and helpful... even when some customers were not. Great customer service!",2017-11-14 02:32:57+00:00,A,uniform_random,"@[REF] Way to go, #AATeam! We're so glad to hear they took great care of you. Thanks for the kind words.",,,,,
609892,609892,"If you 🤔 #jugaad is only an Indian innovation, take a hard look &amp; you will realize, @AmericanAir is not far behind in keeping it’s ✈️ toilet in single piece AA3322 yesterday . 😜 [URL]",2017-11-22 12:25:50+00:00,A,uniform_random,@[REF] We want to make sure everything is running properly. We'll forward this on to our maintenance team.,,,,,
645266,645266,".@AmericanAir is so ghetto now that when a man and wife buy tickets at same time, check-in for boarding passes at the same time, and get on the plane at the same time, they still make you sit separate. All so they can force you to ""upgrade"" to seats next to each other. Fuckers!",2017-11-22 18:00:20+00:00,A,uniform_random,@[REF] Seating can be assigned in advance or Preferred and Main Cabin Extra seats are also offered for purchase.  [URL],,,,,
2653806,2653806,"@AmericanAir AA609 from Charlotte today - crew was great, they kept things positive &amp; helped pax make connections despite an unavoidable delay",2017-11-19 04:36:45+00:00,A,uniform_random,"@[REF] We have the best crews in the biz! We're so glad they took great care of you, Jessica.",,,,,
2800749,2800749,@AmericanAir can I book an open jaw itinerary on [URL],2017-11-21 23:51:57+00:00,A,uniform_random,"@[REF] Hi there! We're not sure, we don't work with AA Vacations tickets here. Please give them a call at [PHONE].",,,,,
2942875,2942875,"@AmericanAir for not refunding our tickets to StThomas in dec..your empathy and understanding is that of a slug 
#diduknowtherewasahurricane",2017-11-29 14:25:14+00:00,A,uniform_random,@[REF] We're offering customers the opportunity to reschedule their flights up until Sep 30th with no fees. Look here: [URL],,,,,
2492584,2492584,@customer @AmericanAir Lol ya. I haven't done an international trip in awhile to help keep it,2017-11-15 17:55:02+00:00,A,uniform_random,"@[REF] Gold, or not you're still a part of our fAAMily. Here's to many more #AAdventures!",,,,,
471020,471020,@AmericanAir employee looked at me and told me to go to @customer if I wanted a flight.,2017-12-01 08:01:36+00:00,A,uniform_random,@[REF] Discrimination has no place at American Airlines. Please meet us in DM with your record locator and more info.,,,,,
2889025,2889025,"@AmericanAir wish the agents were little helpful working at the gate L2C in O’Hare even though we’re flying @customer this AM. #CustomerExperience Also, O’Hare lives up to standards with gate changes, carry-on baggage security check X-ray line malfunction... @[REF]",2017-11-28 13:27:23+00:00,A,uniform_random,@[REF] Our team is always happy to help as much as they can and we look forward to sharing the skies with you soon.,,,,,
2541856,2541856,"Chilly and rainy here at JFK, where would you like to be! @AmericanAir ""we can take you there""! [URL]",2017-11-16 12:03:45+00:00,A,uniform_random,@[REF] It's always beautiful above the clouds! Have a wonderful day.,,,,,
667960,667960,Dear @AmericanAir when flight is three hours delayed tell us BEFORE we board that you won’t be serving any food. Such BS. We could have bought stuff.,2017-11-23 03:39:46+00:00,A,uniform_random,"@[REF] We're sorry for the delay, Ruthie. We know having accurate information is important.",,,,,
543282,543282,"Hey @AmericanAir - there is a reason I don't like flying you.  You turn first class passengers away from your Admirals Club?!?
 #ghetto",2017-12-02 15:29:25+00:00,A,uniform_random,"@[REF] There are requirements for Admiral's Club access, Heather. Click here to see if your eligible. [URL]",,,,,
2804660,2804660,@AmericanAir over 3 hours delay from PGH to LGA with no information - terrible customer service .  Move flight out every 15 min for over 3 hours instead of stepping up and canceling - really bad customer service - no respect for the customer.,2017-11-22 01:54:05+00:00,A,uniform_random,@[REF] We're sorry for the delay. What's your flight number?,,,,,
2839431,2839431,@AmericanAir I just had the worst customer service and was not told about baggage fees by a very caustic employee who just took my credit card and charged me. He then yelled at me for trying to rationally discuss the charges. ☹️,2017-11-27 16:03:18+00:00,A,uniform_random,"@[REF] We're sorry for any rudeness you received, Hester. For future, all our baggage fees can be found via this link: [URL]",,,,,
2896849,2896849,@customer Does @AmericanAir have this nailed? Fought through 3 rows of groups 5+.  #platinumproprobs [URL],2017-11-28 16:31:33+00:00,A,uniform_random,"@[REF] It certainly is a busy morning but now you can relax on board. Have a great flight and week, Bob!",,,,,
504464,504464,Currently in Memphis &amp; just had to de plane @[REF] flight to Chicago for reasons unknown. Can anybody help me?  @customer @AmericanAir @[REF],2017-12-01 20:43:50+00:00,A,uniform_random,"@[REF] Our next flight departs at 3:56p and we have one at 7:12p. If you have the time to make it, please see our agents to purchase a ticket.",,,,,
508978,508978,"@AmericanAir what’s up with FLT#5746? No plans, limited updates and the board still shows on time as we sit here waiting. #delayed",2017-12-01 22:03:09+00:00,A,uniform_random,@[REF] We're showing the incoming flight just arrived. Our team will do their best for a quick turn around and have you on your way.,,,,,
96050,96050,@AmericanAir booked a trip for my family. my son finds out he can't get off of work. I call and am told AA can't do anything except charge me a $200 change fee. I decline and your rep wants to cancel the single seat. So AA can re-sell it? what ever happened to customer service?,2017-11-30 15:59:06+00:00,A,uniform_random,"@[REF] We strive to provide excellent service, Brian and regret hearing your son isn't able to travel. We're here to help, if needed.",,,,,
3638,3638,@AmericanAir I love dogs but they don’t belong in #airplane #cabins.  It was bad enough when anyone could say they had a #therapypet.  I can’t keep my small bag in the #bulkhead row but the woman next to me can have her 40lb dog?,2017-11-25 23:50:57+00:00,A,uniform_random,"@[REF] We're sorry for the inconvenience, Nick. Did you ask a crew member if you could move to another seat?",,,,,
2828548,2828548,"@AmericanAir should rename ""basic economy"" to ""peasant class""",2017-11-27 11:36:20+00:00,A,uniform_random,@[REF] What's going on that has you feeling this way?,,,,,
595262,595262,@AmericanAir one flight down one to go. Two back-to-back cross country trips this week and next. Looking forward to smooth skies for me and all our folks. #Travel #elzly,2017-12-03 18:46:10+00:00,A,uniform_random,"@[REF] We always enjoy seeing you, John and love sharing the skies together. We look forward to 2 weeks of traveling bliss!",,,,,
2972134,2972134,"@AmericanAir when do we know if flight is cancelled,  there are military families that expect to see loved ones #NoExcuses",2017-11-30 00:05:30+00:00,A,uniform_random,"@[REF] As of now we're not experiencing any cancellations of our flights, you can check the status here, [URL]",,,,,
2633501,2633501,"@AmericanAir customer relations won't extend the ticket credits and ""hopes to see us on board soon' HOW? WHY? would we ever give AA our business again. Your language is ambiguous, there should not be a guessing game with fine print",2017-11-17 18:40:09+00:00,A,uniform_random,"@[REF] We're sorry for any confusion, ticket validity is one year from the date of issue, you'll need to travel on, or before the expiration date.",,,,,
2785379,2785379,"#AmericanAirlines take care of your clients for Flight AA2297. Terrible, unacceptable and sickening how the #AA treats their customers. Communicate and use more than one person to fill the needs of 200 passengers who have wait 8 hours only to have flight canceled. #FAA",2017-11-27 00:30:33+00:00,A,uniform_random,@[REF] We have your DM and will answer you there. Thanks.,,,,,
2075272,2075272,Today I had the worst travel experience of my 40 year life thanks to a Ms. Vanita Jagnaraim at @AmericanAir. Customer service? Not on this airline.,2017-11-25 14:34:19+00:00,A,uniform_random,@[REF] We want to provide excellent service every time and we're sorry if this wasn't your experience today. Feel free to share details via DM.,,,,,
104395,104395,Just booked a flight on @AmericanAir for 12/24. Hopefully this doesn’t cause us problems. That’s a pretty big oops. [URL],2017-11-30 17:57:15+00:00,A,uniform_random,@[REF] We want all of our customers to get where they need to be this holiday season. We're expecting to avoid cancellations.,,,,,
2433172,2433172,Traveling with @AmericanAir is becoming worse by the minute. Definitely striving to be professional serious or respectful to passengers it's NOT AT ALL their priority. A round trip nightmare. I will place a seriuos claim when I get home for sure,2017-11-14 21:16:27+00:00,A,uniform_random,@[REF] We appreciate you letting us know when we fall short of expectations. It helps us become better.,,,,,
661068,661068,@customer I’m sorry I betrayed you for @AmericanAir I promise I’ll never do it again!,2017-11-23 01:01:37+00:00,A,uniform_random,"@[REF] Oops you got us there, Kayla. Our fingers got away from us. We see you've taken off now, thanks for your patience.",,,,,
599547,599547,Volunteered to vacate ticikets for flight to Nola today on @AmericanAir and it turned into complete mess. They can t get our seats that were guaranteed. The flight they said we would be on now delayed. Not worth it. Do not give up your seats.,2017-12-03 20:35:03+00:00,A,uniform_random,@[REF] We do our best to compensate our wonderful customers that volunteer on one of our flights. Please DM your  record locator.,,,,,
2075275,2075275,@customer #JasonMomoa aka Aquaman is looking good on the cover of @AmericanAir ‘american way’ magazine &amp; the interview was great!! [URL],2017-11-25 14:12:33+00:00,A,uniform_random,@[REF] Thanks for choosing to fly with us! We're thrilled you enjoyed our in-flight magazine.,,,,,
603733,603733,"Huge thanks to Mr. Greg Carlson, gate agent on this evenings @AmericanAir #2309 out of MSP.  Really helped me out and made a big positive difference in my day.",2017-12-03 22:55:00+00:00,A,uniform_random,@[REF] Thanks for your kind words for our Greg! We'll be sure to recognize him. #AATeam,,,,,
2445412,2445412,@AmericanAir cutting it close and hoping were not stuck at the AA gate all night again. #AmericanAirlines [URL],2017-11-15 00:26:37+00:00,A,uniform_random,@[REF] Our Pilot may be able to make up some time in the air. Looks like the gates are close together also. We've got our #wingscrossed.,,,,,
2767723,2767723,"Hello, Rio, cheguei! Ou melhor, estou chegando... depois de um voo super confortável na business da @americanair ✈️✈️ A frota dos Boeing [PHONE]está novinha! Os assentos oferecem um área de trabalho individual e mais privacidade, já que não há ningu… [URL] [URL]",2017-11-21 11:03:48+00:00,A,uniform_random,@[REF] You're looking pretty comfy to us! #AAdventure,,,,,
2981549,2981549,@AmericanAir Another flight no screens or power. At least the flight attendants aren’t as rude as the first flight. Yet..,2017-11-19 22:43:45+00:00,A,uniform_random,"@[REF] We're glad our team is taking good care of you on board, Randy.",,,,,
667242,667242,@AmericanAir @customer #AmericanAirlines forced us to deplane on a dangerous runway at #CLT leaving our carry on luggage (and my asthma medication) behind. I’m flying to #IND and can’t breathe! Please help! #Charlotte #BackwatersOfTheUSA #ScreamingBabyAirlines #Southerners,2017-11-23 03:13:26+00:00,A,uniform_random,@[REF] We're concerned about what happened and we'd like to take a closer look. Please DM your record locator and more details.,,,,,
461728,461728,Oh @AmericanAir please don’t make us miss our connecting flight in DFW tomorrow am 😩😩,2017-12-01 02:13:08+00:00,A,uniform_random,"@[REF] What's going on, Chelsea? Please DM your record locator and we'll be happy to take a peek.",,,,,
581014,581014,"@customer  a 3 semanas de no solucionar mi ticket [REF] compre mi ticket a Japon por United, si no lo habria comprado por @AmericanAir incumplinedo con el contrato de OneWorld... denme una solucion definitiva o nadie de mi equipo volver a volar por Oneworld [URL]",2017-12-03 12:09:03+00:00,A,uniform_random,@[REF] We're proud to be part of our oneworld team and are here to assist. Please DM your record locator so we can resolve this.,,,,,
2804618,2804618,@AmericanAir I need a deal y'all 💀,2017-11-22 02:25:09+00:00,A,uniform_random,@[REF] Hi there! Give us a call at [PHONE]to check on the lowest fares.,,,,,
508994,508994,Hey @AmericanAir it would be great if you treated luggage better #lostinOrlando,2017-12-01 22:01:15+00:00,A,uniform_random,@[REF] We're you able to file a claim with our team? If so please provide the file number via DM.,,,,,
530146,530146,Take off delayed more.. are you kidding me! Been on this plane for 30+ minutes! @AmericanAir #notcool,2017-12-02 09:50:51+00:00,A,uniform_random,"@[REF] We're so sorry for the delay, Ben. The safety of our customers and crew is our top priority. We'll have you on the way as quickly as we can.",,,,,
600992,600992,@AmericanAir I'm diabetic and plan on bringing granola bars or trail mix or something for my blood sugar on our flight to Hawaii. Do we have to go through a different security check for that?,2017-12-03 20:51:18+00:00,A,uniform_random,@[REF] We've no say on what TSA allows but you should be fine bringing small quantities of food such as granola bars and/or trail mix.,,,,,
2792376,2792376,"@AmericanAir why don’t you carry fragile stickers? Is it really that much of a liability for you guys to give baggers a heads up, like “hey, maybe don’t aggressively toss this on the belt”?",2017-11-21 20:50:29+00:00,A,uniform_random,"@[REF] We don't cover fragile items in checked luggage, Lakeidra. Here's info: [URL]",,,,,
617985,617985,"Hey @AmericanAir since it's a mechanical error that had us de-plane, I assume we'll be getting some ff miles or future upgrade vouchers to make up for the family meal we're now missing? #AA2563 #DFWtoIAH. Since, ya know, we'd be there already by now.",2017-11-22 13:48:06+00:00,A,uniform_random,"@[REF] Once your flight is complete we can review your flight experience, Matthew. Send us a DM when you get to your final destination.",,,,,
97835,97835,@AmericanAir At RDU for a flight to LGA pulled away from the gate on time but now sitting on runway for 15 minutes. No explanation given.  What is this?,2017-11-30 16:31:38+00:00,A,uniform_random,@[REF] We'll be wheels up as quickly as we can and on our way! What's your flight number?,,,,,
2823639,2823639,@AmericanAir just got off AA185. Flew biz. Flight attendants in coach/biz helpful but others need to smile and meet and greet/ say goodbye us. All others not warm or friendly. No smiles. Do they like their work? Makes me wonder if I should stay with AA.,2017-11-27 08:34:42+00:00,A,uniform_random,@[REF] We appreciate your loyalty and always want to greet you with a smile. We'll pass along your feedback to the right people.,,,,,
100553,100553,So last year my son gets sick and we couldn't travel so i wanted to use the funds this year but American Airlines wouldn't extend a voucher by one week their response was sorry thanks for your money  @AmericanAir,2017-11-30 17:20:24+00:00,A,uniform_random,"@[REF] If you share more details with us via DM, we'd be happy to take a closer look.",,,,,
2618696,2618696,@AmericanAir missed my flight and you are going to charge me more than the flight costs to change it? I’m #platinum? Does that mean nothing. #poorservice #americanairlines #imayneedtoswitch,2017-11-17 14:46:57+00:00,A,uniform_random,@[REF] We appreciate your loyalty and we're sorry to hear you're running late today. We can confirm you for $75. or you can fly standby for free.,,,,,
2745136,2745136,"@AmericanAir Huge props to Deena, Seattle superstar CSR, who fixed my holiday travel after one of your planes suffered mechanical issues.",2017-11-20 21:35:27+00:00,A,uniform_random,@[REF] This is fantastic news and thanks for recognizing our #AATeam member. Please DM your record locator and we'll pass along your details.,,,,,
2525613,2525613,Yet another reminder why I don’t fly @AmericanAir - this plane has been sitting at the gate for a couple of hours and they just now check the oil? #ProactiveBeatsReactive,2017-11-16 03:32:58+00:00,A,uniform_random,"@[REF] We do several safety checks, including some when it's time to leave. Let us know if you need any help tonight, Kevin.",,,,,
142298,142298,@AmericanAir very unhappy with your service today - please have someone contact me directly about my issues,2017-11-24 12:23:02+00:00,A,uniform_random,@[REF] Please DM your record locator with details and a quick follow.,,,,,
2431737,2431737,It was snacking on one of those tasteless English biscuits that are ironically the staple of an @AmericanAir flight. Why not some American crap or at least an enjoyable European snack. #imisspeanuts,2017-11-14 20:45:27+00:00,A,uniform_random,@[REF] You can always ask an attendant if any other snacks are available or feel free to bring your favorite one!,,,,,
2526496,2526496,It baffles me that @AmericanAir is charging $1k for tix knowing theres people who will choose to not fly &amp; see family bc they cant afford it,2017-11-16 04:02:38+00:00,A,uniform_random,@[REF] Our fares are based on availability. Please keep checking as things change all the time.,,,,,
2575547,2575547,@AmericanAir Will there be full catering/food service today on AA 72 departing Sydney for LAX?,2017-11-16 20:19:23+00:00,A,uniform_random,@[REF] We've checked and there will be food available on board.,,,,,
1778799,1778799,@AmericanAir you are a disgrace. We will never fly with you again. Two times in a row you have kept my wife and Son for an extra 24 hours in the USA. You should be ashamed.,2017-11-26 05:58:15+00:00,A,uniform_random,@[REF] We're sorry for the delay. If they need assistance rebooking please meet us in DMs with their record locator.,,,,,
124914,124914,40 minutes after landing flight 905 @AmericanAir  we are still waiting at baggage claim.  Why ???,2017-11-24 02:04:16+00:00,A,uniform_random,"@[REF] We're sorry for the wait, Mary. Our ground team is working to get everyone's bag off the flight and reunited to you as quickly as they can.",,,,,
2942894,2942894,"Hello @AmericanAir:  When I checked in at LGA for flight 4748 to IND, the kiosk indicated I had to check my carry-on due to lack of bin space. The flight is half full. Plenty of bin space. I will need you to refund me $25. Thank you.",2017-11-29 13:58:04+00:00,A,uniform_random,@[REF] Please DM us your record locator and we'll take a look.,,,,,
2967303,2967303,"@AmericanAir How much time will you give us notification-wise if you cancel our flights this holiday season? Need to make other arrangements which can be costly at the last minute. Appreciate sincere response and not ""we plan to operate as normal""",2017-11-29 22:31:50+00:00,A,uniform_random,@[REF] We always notify as far in advance as possible for any cancellations. Refunds and rebookings are offered at that time.,,,,,
2738581,2738581,To sum things up @AmericanAir and @customer don’t care about their costumers. Sad.,2017-11-20 16:44:26+00:00,A,uniform_random,@[REF] We care about all our customers. Are you flying with us today?,,,,,
2543195,2543195,@AmericanAir called ur support line to switch my flight yesterday &amp; your agent was very sweet. Hoping my flight is as nice as her.,2017-11-16 13:00:17+00:00,A,uniform_random,"@[REF] This makes us happy and we're looking forward to providing a great experience for you, Lauren. See you soon!",,,,,
173769,173769,"Y’all. 

Seats 17D, 17E, and 17F are ALL MINE. 

Thanks, @AmericanAir! ✈️ 💁🏻‍♀️",2017-11-24 22:56:27+00:00,A,uniform_random,@[REF] The doors are open and you're on board. It's only fair you get the whole row! #vip,,,,,
2881736,2881736,"I'm at American Airlines Flagship Lounge - @americanair in Jamaica, NY [URL]",2017-11-28 09:14:36+00:00,A,uniform_random,@[REF] We're happy to have you with us!,,,,,
2768607,2768607,"@AmericanAir if you pay for an upgrade seat you get boarding group 6?  If you have to cancel, no refund.  Guy at TPA 582 is rude! #nomoreamericanair #rude",2017-11-21 11:27:18+00:00,A,uniform_random,@[REF] Our team loves providing great service and we're sorry to hear you've had a different impression thus far.,,,,,
120396,120396,"Hey @AmericanAir will there be another European fare sale this year? Looking for LAX-FRA, flexible dates",2017-11-23 22:59:00+00:00,A,uniform_random,@[REF] Keep an eye on all the fares we have to offer here: [URL],,,,,
2894126,2894126,@AmericanAir [URL],2017-11-28 15:23:29+00:00,A,uniform_random,"@[REF] We expect our team to be helpful and polite and we're sorry you didn't experience that today, Kendall.",,,,,
2975253,2975253,@AmericanAir is it true you may cancel xmas flights! Need 2 know. Navy son flying home and need to reschedule if there is a chance,2017-11-30 01:25:22+00:00,A,uniform_random,@[REF] How exciting to see your son! We know your holiday plans are important. We’re planning on operating our usual schedule.,,,,,
521857,521857,"Thanks @AmericanAir got to my connecting gate 21 minutes before my flight to LHR - they closed the doors already, said no checked bags so they left without me...no flight out till 18:00 tomorrow. sad sad loyal customer 😭",2017-12-02 03:47:19+00:00,A,uniform_random,"@[REF] We're so sorry you weren't able to board your flight, Michelle. Please work with our team at the airport for available options.",,,,,
2780987,2780987,@AmericanAir A big thank you to Bill Pratt for providing outstanding service on AA 1858.  Best customer service I ever received.,2017-11-21 16:31:32+00:00,A,uniform_random,"@[REF] Awesome to hear, Roy! We'll be sure to pass your praises along for him.",,,,,
687147,687147,Sigh @AmericanAir. Red eye with no eye mask or ear plugs provided. Didn't turn town cabin lights until flight was half over. #sleeponthanksgiving,2017-11-23 13:19:59+00:00,A,uniform_random,"@[REF] Good morning, Lisa. We're sorry to hear you didn't get the rest you were hoping for on board.",,,,,
2699614,2699614,"@AmericanAir hello, need to buy a check in bag, and I️ don’t see on the app. Would I️ have to call?",2017-11-19 19:18:16+00:00,A,uniform_random,"@[REF] Hey there, Frank. Bags are checked at the airport ticket counter, on the day of travel: [URL]",,,,,
653216,653216,"@AmericanAir Question re: baggage fee. I’m flying out tomorrow, LAX to MIA to AUA. 1st leg is still waitlisted but 2nd leg upgraded.  Do we have to pay baggage fee? If we get upgraded at the gate, do you refund? thx.",2017-11-22 21:09:49+00:00,B,refund_or_compensation,@[REF] Meet us in DMs with your record locator. We'll take a look.,,,,,
